                 Name                  Number
hsa-mir-451                           i446
hsa-mir-451a                          i447
hsa-mir-452                           i448
hsa-mir-452*                          i449
hsa-mir-454-3p                        i450
hsa-mir-455-5p                        i451
hsa-mir-4644                          i452
hsa-mir-4725-5p                       i453
hsa-mir-4735-3p                       i454
hsa-mir-4770                          i455
hsa-mir-4782-3p                       i456
hsa-mir-484                           i457
hsa-mir-485-5p                        i458
hsa-mir-486                           i459
hsa-mir-486-5p                        i460
hsa-mir-487b                          i461
hsa-mir-487b-3p                       i462
hsa-mir-488-3p                        i463
hsa-mir-490-3p                        i464
hsa-mir-491                           i465
hsa-mir-491-5p                        i466
hsa-mir-493-3p                        i467
hsa-mir-494                           i468
hsa-mir-494-3p                        i469
hsa-mir-495                           i470
hsa-mir-495-3p                        i471
hsa-mir-496                           i472
hsa-mir-497                           i473
hsa-mir-497-5p                        i474
hsa-mir-498                           i475
hsa-mir-499a-5p                       i476
hsa-mir-5                             i477
hsa-mir-500                           i478
hsa-mir-503                           i479
hsa-mir-504-5p                        i480
hsa-mir-505-3p                        i481
hsa-mir-506-3p                        i482
hsa-mir-510                           i483
hsa-mir-511                           i484
hsa-mir-513                           i485
hsa-mir-516-3p                        i486
hsa-mir-516-5p                        i487
hsa-mir-518a-2*                       i488
hsa-mir-518b                          i489
hsa-mir-518c*                         i490
hsa-mir-519d-3p                       i491
hsa-mir-520a-3p                       i492
hsa-mir-520b                          i493
hsa-mir-520c                          i494
hsa-mir-520c-3p                       i495
hsa-mir-520d-3p                       i496
hsa-mir-520e                          i497
hsa-mir-539-5p                        i498
hsa-mir-542-3p                        i499
hsa-mir-543                           i500
hsa-mir-544a                          i501
hsa-mir-551a                          i502
hsa-mir-551b-3p                       i503
hsa-mir-557                           i504
hsa-mir-575                           i505
hsa-mir-583                           i506
hsa-mir-584                           i507
hsa-mir-590-3p                        i508
hsa-mir-590-5p                        i509
hsa-mir-594                           i510
hsa-mir-596                           i511
hsa-mir-599                           i512
hsa-mir-600                           i513
hsa-mir-601                           i514
hsa-mir-602                           i515
hsa-mir-608                           i516
hsa-mir-611                           i517
hsa-mir-612                           i518
hsa-mir-613                           i519
hsa-mir-615                           i520
hsa-mir-615-3p                        i521
hsa-mir-622                           i522
hsa-mir-629                           i523
hsa-mir-637                           i524
hsa-mir-642                           i525
hsa-mir-653-5p                        i526
hsa-mir-654                           i527
hsa-mir-657                           i528
hsa-mir-658                           i529
hsa-mir-662                           i530
hsa-mir-663                           i531
hsa-mir-664                           i532
hsa-mir-7                             i533
hsa-mir-708                           i534
hsa-mir-708-5p                        i535
hsa-mir-7-3                           i536
hsa-mir-758-3p                        i537
hsa-mir-7-5p                          i538
hsa-mir-761                           i539
hsa-mir-762                           i540
hsa-mir-769-3p                        i541
hsa-mir-873-5p                        i542
hsa-mir-874-3p                        i543
hsa-mir-875-5p                        i544
hsa-mir-876-5p                        i545
hsa-mir-9                             i546
hsa-mir-9*                            i547
hsa-mir-9-1                           i548
hsa-mir-92                            i549
hsa-mir-9-2                           i550
hsa-mir-92-1                          i551
hsa-mir-92-2                          i552
hsa-mir-92a                           i553
hsa-mir-92a-3p                        i554
hsa-mir-92b                           i555
hsa-mir-92b-3p                        i556
hsa-mir-93                            i557
hsa-mir-9-3                           i558
hsa-mir-93-5p                         i559
hsa-mir-95                            i560
hsa-mir-9-5p                          i561
hsa-mir-96                            i562
hsa-mir-96-5p                         i563
hsa-mir-98                            i564
hsa-mir-98-5p                         i565
hsa-mir-99a                           i566
hsa-mir-99b                           i567
hsa-mir-1193                          i568
hsa-mir-1197                          i569
hsa-mir-1202                          i570
hsa-mir-1226                          i571
hsa-mir-1228                          i572
hsa-mir-1247                          i573
hsa-mir-1249                          i574
hsa-mir-1260a                         i575
hsa-mir-1260b                         i576
hsa-mir-128-1                         i577
hsa-mir-1296                          i578
hsa-mir-1301                          i579
hsa-mir-1306                          i580
hsa-mir-1307                          i581
hsa-mir-142                           i582
hsa-mir-144                           i583
hsa-mir-151a                          i584
hsa-mir-17hg                          i585
hsa-mir-1908                          i586
hsa-mir-203a                          i587
hsa-mir-2116                          i588
hsa-mir-218-1                         i589
hsa-mir-299                           i590
hsa-mir-302b                          i591
hsa-mir-3173                          i592
hsa-mir-323a                          i593
hsa-mir-323b                          i594
hsa-mir-329-1                         i595
hsa-mir-337                           i596
hsa-mir-33b                           i597
hsa-mir-369                           i598
hsa-mir-375                           i599
hsa-mir-376a-1                        i600
hsa-mir-376a-2                        i601
hsa-mir-376b                          i602
hsa-mir-376c                          i603
hsa-mir-380                           i604
hsa-mir-409                           i605
hsa-mir-410                           i606
hsa-mir-411                           i607
hsa-mir-412                           i608
hsa-mir-431                           i609
hsa-mir-4482                          i610
hsa-mir-4516                          i611
hsa-mir-483                           i612
hsa-mir-485                           i613
hsa-mir-487a                          i614
hsa-mir-493                           i615
hsa-mir-501                           i616
hsa-mir-532                           i617
hsa-mir-539                           i618
hsa-mir-628                           i619
hsa-mir-655                           i620
hsa-mir-656                           i621
hsa-mir-6741                          i622
hsa-mir-6803                          i623
hsa-mir-744                           i624
hsa-mir-758                           i625
hsa-mir-770                           i626
hsa-mir-7704                          i627
hsa-mir-8061                          i628
hsa-mir-885                           i629
hsa-mir-889                           i630
hsa-mir-939                           i631
