x,y,index
317,59,1
320,106,1
320,107,1
320,108,1
320,79,1
320,109,1
320,110,1
320,51,1
320,36,1
320,88,1
320,111,1
320,112,1
320,113,1
320,114,1
320,115,1
320,116,1
322,79,1
322,174,1
322,50,1
322,113,1
322,36,1
322,172,1
322,59,1
322,51,1
325,51,1
325,134,1
325,50,1
325,135,1
325,8,1
325,59,1
329,344,1
329,345,1
329,106,1
329,2,1
329,346,1
329,347,1
329,52,1
329,181,1
329,267,1
329,348,1
329,66,1
329,349,1
329,350,1
329,117,1
329,351,1
329,4,1
329,58,1
329,352,1
329,353,1
329,221,1
329,354,1
329,355,1
343,22,1
343,23,1
347,158,1
347,159,1
348,21,1
350,1,1
358,95,1
358,96,1
358,97,1
358,98,1
358,31,1
358,99,1
358,100,1
358,101,1
359,49,1
359,278,1
359,99,1
359,31,1
359,37,1
359,29,1
362,61,1
362,23,1
362,11,1
362,205,1
362,60,1
362,88,1
362,35,1
362,28,1
362,102,1
378,7,1
378,8,1
378,9,1
380,48,1
380,49,1
380,22,1
380,50,1
380,51,1
380,52,1
380,47,1
382,28,1
382,69,1
382,93,1
382,55,1
385,22,1
385,23,1
389,132,1
389,133,1
389,13,1
392,62,1
392,418,1
392,353,1
397,203,1
397,35,1
397,32,1
397,151,1
398,11,1
398,62,1
398,63,1
400,140,1
400,141,1
400,104,1
400,142,1
