x,y,index
981,38,1
981,25,1
981,57,1
982,5,1
983,6,1
984,6,1
985,25,1
986,17,1
987,16,1
988,16,1
989,16,1
99,22,1
990,16,1
991,6,1
992,42,1
992,8,1
992,23,1
993,42,1
994,23,1
995,48,1
995,29,1
996,25,1
996,38,1
997,25,1
998,23,1
999,8,1
